FisNo,FisTar,Location,CM,CMKod,BelgeNo,Durum,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Onay1,OnayTar1,insUN,insDT,updUN,updDT
6553,2022-03-07 23:20:38.757000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:38.757000,sa,2022-03-07 23:20:38.757000
6554,2022-03-07 23:20:40.420000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:40.420000,sa,2022-03-07 23:20:40.420000
6555,2022-03-07 23:20:42.020000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:42.020000,sa,2022-03-07 23:20:42.020000
6556,2022-03-07 23:20:42.400000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:42.400000,sa,2022-03-07 23:20:42.400000
6557,2022-03-07 23:20:43.967000,KS013,M,KS0130000000007,,,,,,,,,,sa,2022-03-07 23:20:43.967000,sa,2022-03-07 23:20:43.967000
6558,2022-03-07 23:20:45.763000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:45.763000,sa,2022-03-07 23:20:45.763000
6559,2022-03-07 23:20:47.397000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:47.397000,sa,2022-03-07 23:20:47.397000
6560,2022-03-07 23:20:48.897000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:48.897000,sa,2022-03-07 23:20:48.897000
6561,2022-03-07 23:20:49.253000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:49.253000,sa,2022-03-07 23:20:49.253000
6562,2022-03-07 23:20:50.840000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:50.840000,sa,2022-03-07 23:20:50.840000
6563,2022-03-07 23:20:52.187000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:52.187000,sa,2022-03-07 23:20:52.187000
6564,2022-03-07 23:20:53.743000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:53.743000,sa,2022-03-07 23:20:53.743000
6565,2022-03-07 23:20:55.270000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:55.270000,sa,2022-03-07 23:20:55.270000
6566,2022-03-07 23:20:55.580000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:55.580000,sa,2022-03-07 23:20:55.580000
6567,2022-03-07 23:20:55.923000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:55.923000,sa,2022-03-07 23:20:55.923000
6568,2022-03-07 23:20:57.410000,KS013,M,KS0130000000008,,,,,,,,,,sa,2022-03-07 23:20:57.410000,sa,2022-03-07 23:20:57.410000
6569,2022-03-07 23:20:57.757000,KS013,M,KS0130000000008,,,,,,,,,,sa,2022-03-07 23:20:57.757000,sa,2022-03-07 23:20:57.757000
6570,2022-03-07 23:20:59.363000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:59.363000,sa,2022-03-07 23:20:59.363000
6571,2022-03-07 23:21:01.087000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:01.087000,sa,2022-03-07 23:21:01.087000
6572,2022-03-07 23:21:01.480000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:01.480000,sa,2022-03-07 23:21:01.480000
6573,2022-03-07 23:21:03.050000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:03.050000,sa,2022-03-07 23:21:03.050000
6574,2022-03-07 23:21:03.413000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:03.413000,sa,2022-03-07 23:21:03.413000
6575,2022-03-07 23:21:05.020000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:05.020000,sa,2022-03-07 23:21:05.020000
6576,2022-03-07 23:21:05.397000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:05.397000,sa,2022-03-07 23:21:05.397000
6577,2022-03-07 23:21:07.170000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:07.170000,sa,2022-03-07 23:21:07.170000
6578,2022-03-07 23:21:08.797000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:08.797000,sa,2022-03-07 23:21:08.797000
6579,2022-03-07 23:21:10.290000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:10.290000,sa,2022-03-07 23:21:10.290000
6580,2022-03-07 23:21:11.930000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:11.930000,sa,2022-03-07 23:21:11.930000
6581,2022-03-07 23:21:12.317000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:12.317000,sa,2022-03-07 23:21:12.317000
6582,2022-03-07 23:21:13.850000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:13.850000,sa,2022-03-07 23:21:13.850000
6583,2022-03-07 23:21:14.210000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:14.210000,sa,2022-03-07 23:21:14.210000
6584,2022-03-07 23:21:15.840000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:15.840000,sa,2022-03-07 23:21:15.840000
6585,2022-03-07 23:21:16.247000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:16.247000,sa,2022-03-07 23:21:16.247000
6586,2022-03-07 23:21:16.573000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:16.573000,sa,2022-03-07 23:21:16.573000
6587,2022-03-07 23:21:16.950000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:16.950000,sa,2022-03-07 23:21:16.950000
6588,2022-03-07 23:21:17.357000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:17.357000,sa,2022-03-07 23:21:17.357000
6589,2022-03-07 23:21:18.963000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:18.963000,sa,2022-03-07 23:21:18.963000
6590,2022-03-07 23:21:20.450000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:20.450000,sa,2022-03-07 23:21:20.450000
6591,2022-03-07 23:21:21.973000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:21.973000,sa,2022-03-07 23:21:21.973000
6592,2022-03-07 23:21:22.350000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:22.350000,sa,2022-03-07 23:21:22.350000
6593,2022-03-07 23:21:24.143000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:24.143000,sa,2022-03-07 23:21:24.143000
6594,2022-03-07 23:21:24.503000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:24.503000,sa,2022-03-07 23:21:24.503000
6595,2022-03-07 23:21:26.020000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:26.020000,sa,2022-03-07 23:21:26.020000
6596,2022-03-07 23:21:27.343000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:27.343000,sa,2022-03-07 23:21:27.343000
6597,2022-03-07 23:21:28.787000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:28.787000,sa,2022-03-07 23:21:28.787000
6598,2022-03-07 23:21:30.180000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:30.180000,sa,2022-03-07 23:21:30.180000
6599,2022-03-07 23:21:31.573000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:31.573000,sa,2022-03-07 23:21:31.573000
6600,2022-03-07 23:21:32.947000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:32.947000,sa,2022-03-07 23:21:32.947000
6601,2022-03-07 23:21:34.377000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:34.377000,sa,2022-03-07 23:21:34.377000
6602,2022-03-07 23:21:35.927000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:35.927000,sa,2022-03-07 23:21:35.927000
6603,2022-03-07 23:21:37.447000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:37.447000,sa,2022-03-07 23:21:37.447000
6604,2022-03-07 23:21:38.757000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:38.757000,sa,2022-03-07 23:21:38.757000
6605,2022-03-07 23:21:40.123000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:40.123000,sa,2022-03-07 23:21:40.123000
6606,2022-03-07 23:21:40.520000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:40.520000,sa,2022-03-07 23:21:40.520000
6607,2022-03-07 23:21:41.890000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:41.890000,sa,2022-03-07 23:21:41.890000
6608,2022-03-07 23:21:43.357000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:43.357000,sa,2022-03-07 23:21:43.357000
6609,2022-03-07 23:21:43.717000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:21:43.717000,sa,2022-03-07 23:21:43.717000
6610,2022-03-07 23:21:45.113000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:45.113000,sa,2022-03-07 23:21:45.113000
6611,2022-03-07 23:21:46.977000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:46.977000,sa,2022-03-07 23:21:46.977000
6612,2022-03-07 23:21:47.323000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:47.323000,sa,2022-03-07 23:21:47.323000
6613,2022-03-07 23:21:48.930000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:48.930000,sa,2022-03-07 23:21:48.930000
6614,2022-03-07 23:21:49.227000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:49.227000,sa,2022-03-07 23:21:49.227000
6615,2022-03-07 23:21:50.703000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:50.703000,sa,2022-03-07 23:21:50.703000
6616,2022-03-07 23:21:52.197000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:52.197000,sa,2022-03-07 23:21:52.197000
6617,2022-03-07 23:21:53.740000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:53.740000,sa,2022-03-07 23:21:53.740000
6618,2022-03-07 23:21:55.360000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:55.360000,sa,2022-03-07 23:21:55.360000
6619,2022-03-07 23:21:57.157000,KS013,M,KS0130000000009,,,,,,,,,,sa,2022-03-07 23:21:57.157000,sa,2022-03-07 23:21:57.157000
6620,2022-03-07 23:21:58.657000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:21:58.657000,sa,2022-03-07 23:21:58.657000
6621,2022-03-07 23:22:00.360000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:00.360000,sa,2022-03-07 23:22:00.360000
6622,2022-03-07 23:22:02.087000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:02.087000,sa,2022-03-07 23:22:02.087000
6623,2022-03-07 23:22:03.783000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:03.783000,sa,2022-03-07 23:22:03.783000
6624,2022-03-07 23:22:04.160000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:04.160000,sa,2022-03-07 23:22:04.160000
6625,2022-03-07 23:22:05.927000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:05.927000,sa,2022-03-07 23:22:05.927000
6626,2022-03-07 23:22:07.680000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:07.680000,sa,2022-03-07 23:22:07.680000
6627,2022-03-07 23:22:09.257000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:09.257000,sa,2022-03-07 23:22:09.257000
6628,2022-03-07 23:22:11.030000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:11.030000,sa,2022-03-07 23:22:11.030000
6629,2022-03-07 23:22:11.427000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:11.427000,sa,2022-03-07 23:22:11.427000
6630,2022-03-07 23:22:13.163000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:13.163000,sa,2022-03-07 23:22:13.163000
6631,2022-03-07 23:22:14.757000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:14.757000,sa,2022-03-07 23:22:14.757000
6632,2022-03-07 23:22:15.183000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:15.183000,sa,2022-03-07 23:22:15.183000
6633,2022-03-07 23:22:17.030000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:17.030000,sa,2022-03-07 23:22:17.030000
6634,2022-03-07 23:22:17.413000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:17.413000,sa,2022-03-07 23:22:17.413000
6635,2022-03-07 23:22:19.230000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:19.230000,sa,2022-03-07 23:22:19.230000
6636,2022-03-07 23:22:19.683000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:19.683000,sa,2022-03-07 23:22:19.683000
6637,2022-03-07 23:22:21.517000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:21.517000,sa,2022-03-07 23:22:21.517000
6638,2022-03-07 23:22:23.350000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:23.350000,sa,2022-03-07 23:22:23.350000
6639,2022-03-07 23:22:25.203000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:25.203000,sa,2022-03-07 23:22:25.203000
6640,2022-03-07 23:22:26.963000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:26.963000,sa,2022-03-07 23:22:26.963000
6641,2022-03-07 23:22:28.650000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:28.650000,sa,2022-03-07 23:22:28.650000
6642,2022-03-07 23:22:30.860000,KS013,M,KS0130000000010,,,,,,,,,,sa,2022-03-07 23:22:30.860000,sa,2022-03-07 23:22:30.860000
6643,2022-03-07 23:22:31.267000,KS013,M,KS0130000000010,,,,,,,,,,sa,2022-03-07 23:22:31.267000,sa,2022-03-07 23:22:31.267000
6644,2022-03-07 23:22:33.277000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:33.277000,sa,2022-03-07 23:22:33.277000
6645,2022-03-07 23:22:40.017000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:40.017000,sa,2022-03-07 23:22:40.017000
6646,2022-03-07 23:22:41.963000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:41.963000,sa,2022-03-07 23:22:41.963000
6647,2022-03-07 23:22:44.017000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:44.017000,sa,2022-03-07 23:22:44.017000
6648,2022-03-07 23:22:44.440000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:44.440000,sa,2022-03-07 23:22:44.440000
6649,2022-03-07 23:22:44.880000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:44.880000,sa,2022-03-07 23:22:44.880000
6650,2022-03-07 23:22:54.377000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:54.377000,sa,2022-03-07 23:22:54.377000
6651,2022-03-07 23:22:56.237000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:22:56.237000,sa,2022-03-07 23:22:56.237000
6652,2022-03-07 23:22:57.907000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:22:57.907000,sa,2022-03-07 23:22:57.907000
6653,2022-03-07 23:23:00.060000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:00.060000,sa,2022-03-07 23:23:00.060000
6654,2022-03-07 23:23:01.820000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:01.820000,sa,2022-03-07 23:23:01.820000
6655,2022-03-07 23:23:03.597000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:03.597000,sa,2022-03-07 23:23:03.597000
6656,2022-03-07 23:23:05.303000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:05.307000,sa,2022-03-07 23:23:05.307000
6657,2022-03-07 23:23:06.993000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:06.993000,sa,2022-03-07 23:23:06.993000
6658,2022-03-07 23:23:07.360000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:07.360000,sa,2022-03-07 23:23:07.360000
6659,2022-03-07 23:23:09,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:09,sa,2022-03-07 23:23:09
6660,2022-03-07 23:23:10.723000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:10.723000,sa,2022-03-07 23:23:10.723000
6661,2022-03-07 23:23:12.473000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:12.473000,sa,2022-03-07 23:23:12.473000
6662,2022-03-07 23:23:12.837000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:12.837000,sa,2022-03-07 23:23:12.837000
6663,2022-03-07 23:23:14.603000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:14.603000,sa,2022-03-07 23:23:14.603000
6664,2022-03-07 23:23:16.193000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:16.193000,sa,2022-03-07 23:23:16.193000
6665,2022-03-07 23:23:16.533000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:16.533000,sa,2022-03-07 23:23:16.533000
6666,2022-03-07 23:23:18.280000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:18.280000,sa,2022-03-07 23:23:18.280000
6667,2022-03-07 23:23:20.273000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:20.273000,sa,2022-03-07 23:23:20.273000
6668,2022-03-07 23:23:21.977000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:21.977000,sa,2022-03-07 23:23:21.977000
6669,2022-03-07 23:23:23.640000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:23.640000,sa,2022-03-07 23:23:23.640000
6670,2022-03-07 23:23:25.317000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:25.317000,sa,2022-03-07 23:23:25.317000
6671,2022-03-07 23:23:27.127000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:27.127000,sa,2022-03-07 23:23:27.127000
6672,2022-03-07 23:23:28.907000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:28.907000,sa,2022-03-07 23:23:28.907000
6673,2022-03-07 23:23:30.847000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:30.847000,sa,2022-03-07 23:23:30.847000
6674,2022-03-07 23:23:31.270000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:31.270000,sa,2022-03-07 23:23:31.270000
6675,2022-03-07 23:23:32.943000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:32.943000,sa,2022-03-07 23:23:32.943000
6676,2022-03-07 23:23:34.677000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:34.677000,sa,2022-03-07 23:23:34.677000
6677,2022-03-07 23:23:36.150000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:36.150000,sa,2022-03-07 23:23:36.150000
6678,2022-03-07 23:23:37.990000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:37.990000,sa,2022-03-07 23:23:37.990000
6679,2022-03-07 23:23:39.933000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:39.933000,sa,2022-03-07 23:23:39.933000
6680,2022-03-07 23:23:40.277000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:40.277000,sa,2022-03-07 23:23:40.277000
6681,2022-03-07 23:23:40.667000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:40.667000,sa,2022-03-07 23:23:40.667000
6682,2022-03-07 23:23:42.327000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:42.327000,sa,2022-03-07 23:23:42.327000
6683,2022-03-07 23:23:44.047000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:44.047000,sa,2022-03-07 23:23:44.047000
6684,2022-03-07 23:23:45.770000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:45.770000,sa,2022-03-07 23:23:45.770000
6685,2022-03-07 23:23:47.490000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:47.490000,sa,2022-03-07 23:23:47.507000
6686,2022-03-07 23:23:47.900000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:47.900000,sa,2022-03-07 23:23:47.900000
6687,2022-03-07 23:23:49.567000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:23:49.567000,sa,2022-03-07 23:23:49.567000
6688,2022-03-07 23:23:51.280000,KS012,M,KS0120000000006,,,,,,,,,,sa,2022-03-07 23:23:51.280000,sa,2022-03-07 23:23:51.280000
6689,2022-03-07 23:23:51.670000,KS012,M,KS0120000000006,,,,,,,,,,sa,2022-03-07 23:23:51.670000,sa,2022-03-07 23:23:51.670000
6690,2022-03-07 23:23:53.467000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:53.467000,sa,2022-03-07 23:23:53.467000
6691,2022-03-07 23:23:55.120000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:55.120000,sa,2022-03-07 23:23:55.120000
6692,2022-03-07 23:23:56.820000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:56.820000,sa,2022-03-07 23:23:56.820000
6693,2022-03-07 23:23:58.393000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:23:58.393000,sa,2022-03-07 23:23:58.393000
6694,2022-03-07 23:24:00.110000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:00.110000,sa,2022-03-07 23:24:00.110000
6695,2022-03-07 23:24:00.520000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:00.520000,sa,2022-03-07 23:24:00.520000
6696,2022-03-07 23:24:00.940000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:00.940000,sa,2022-03-07 23:24:00.940000
6697,2022-03-07 23:24:02.687000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:02.687000,sa,2022-03-07 23:24:02.687000
6698,2022-03-07 23:24:04.260000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:04.260000,sa,2022-03-07 23:24:04.260000
6699,2022-03-07 23:24:05.717000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:05.717000,sa,2022-03-07 23:24:05.717000
6700,2022-03-07 23:24:07.190000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:07.190000,sa,2022-03-07 23:24:07.190000
6701,2022-03-07 23:24:08.847000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:08.847000,sa,2022-03-07 23:24:08.847000
6702,2022-03-07 23:24:09.143000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:09.143000,sa,2022-03-07 23:24:09.143000
6703,2022-03-07 23:24:10.873000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:10.873000,sa,2022-03-07 23:24:10.873000
6704,2022-03-07 23:24:12.440000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:12.440000,sa,2022-03-07 23:24:12.440000
6705,2022-03-07 23:24:13.903000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:13.903000,sa,2022-03-07 23:24:13.903000
6706,2022-03-07 23:24:15.487000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:15.487000,sa,2022-03-07 23:24:15.487000
6707,2022-03-07 23:24:18.220000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:18.220000,sa,2022-03-07 23:24:18.220000
6708,2022-03-07 23:24:21.837000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:21.837000,sa,2022-03-07 23:24:21.837000
6709,2022-03-07 23:24:23.887000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:23.887000,sa,2022-03-07 23:24:23.887000
6710,2022-03-07 23:24:25.303000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:25.303000,sa,2022-03-07 23:24:25.303000
6711,2022-03-07 23:24:26.740000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:26.740000,sa,2022-03-07 23:24:26.740000
6712,2022-03-07 23:24:27.117000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:27.117000,sa,2022-03-07 23:24:27.117000
6713,2022-03-07 23:24:28.680000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:28.697000,sa,2022-03-07 23:24:28.697000
6714,2022-03-07 23:24:30.167000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:30.167000,sa,2022-03-07 23:24:30.167000
6715,2022-03-07 23:24:30.553000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:30.553000,sa,2022-03-07 23:24:30.553000
6716,2022-03-07 23:24:32.083000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:32.083000,sa,2022-03-07 23:24:32.083000
6717,2022-03-07 23:24:32.423000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:32.423000,sa,2022-03-07 23:24:32.423000
6718,2022-03-07 23:24:34.247000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:24:34.247000,sa,2022-03-07 23:24:34.247000
6719,2022-03-07 23:24:37.100000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:37.100000,sa,2022-03-07 23:24:37.100000
6720,2022-03-07 23:24:37.753000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:37.753000,sa,2022-03-07 23:24:37.753000
6721,2022-03-07 23:24:39.173000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:39.173000,sa,2022-03-07 23:24:39.173000
6722,2022-03-07 23:24:42.230000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:42.230000,sa,2022-03-07 23:24:42.230000
6723,2022-03-07 23:24:43.913000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:43.913000,sa,2022-03-07 23:24:43.913000
6724,2022-03-07 23:24:44.240000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:44.240000,sa,2022-03-07 23:24:44.240000
6725,2022-03-07 23:24:45.807000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:24:45.807000,sa,2022-03-07 23:24:45.807000
